x_px,y_px
334.0,841.0
335.0,542.0
335.0,806.0
336.0,787.0
336.2,329.0
336.3888888888889,694.8888888888889
337.6666666666667,507.0
338.0,526.0
339.14285714285717,490.57142857142856
339.3333333333333,624.0
340.0,452.0
341.6,620.4
342.0,582.0
342.0,596.3333333333334
342.0,605.0
342.0,642.0
342.0,719.6666666666666
342.0,739.0
342.0,758.0
342.0,770.0
342.0,776.0
342.0,793.0
342.0,810.0
342.0,817.3333333333334
342.0,827.0
342.0,836.0
342.1111111111111,660.8888888888889
342.44444444444446,557.5555555555555
342.5,677.8333333333334
342.5,695.8333333333334
343.0,17.0
346.3333333333333,51.0
347.0,35.0
347.6,711.4
348.0,210.0
350.0,729.0
350.0,841.0
350.6,295.2
351.0,751.0
351.0,787.0
351.4,310.8
352.3333333333333,329.0
353.3333333333333,824.0
353.6666666666667,348.0
355.3333333333333,603.0
357.2,623.3
357.57142857142856,806.4285714285714
357.77777777777777,490.0
358.0,729.0
358.5,525.6
358.5,559.7
359.0,642.0
360.75,658.75
361.5,464.5
361.6,674.6
361.85,653.95
362.0,410.6666666666667
362.0,452.0
362.0,507.0
362.0,548.0
362.0,560.3333333333334
362.0,570.0
362.0,601.0
362.0,638.0
362.0,695.0
362.0,735.0
362.0,787.0
362.0,809.0
362.0,816.0
362.0,827.0
362.0,834.0
362.0,868.0
362.0,891.0
362.04545454545456,691.2727272727273
362.2,583.6
362.2,618.0
362.25,754.75
362.3333333333333,716.7777777777778
362.3703703703704,782.6296296296297
362.5,523.5
364.6,751.4
366.0,859.0
366.3333333333333,711.6666666666666
367.0,841.0
368.0,729.0
369.0,468.0
369.0,490.0
369.0,824.0
369.0,878.0
373.0,348.0
373.6666666666667,468.0
374.0,295.0
374.4583333333333,770.0833333333334
374.57142857142856,507.2857142857143
374.85714285714283,400.57142857142856
375.0,311.0
375.7692307692308,542.3846153846154
377.6666666666667,490.0
379.2307692307692,821.2307692307693
379.55555555555554,433.1111111111111
379.6,484.6
379.61538461538464,562.4615384615385
379.75,330.75
379.75,587.5
379.8,753.0
380.0,278.3333333333333
380.0,357.0
380.0,391.0
380.0,397.3333333333333
380.0,446.0
380.0,468.0
380.0,504.0
380.0,524.8
380.0,581.0
380.0,604.0
380.0,702.0
380.0,710.3333333333334
380.0,730.6666666666666
380.0,770.0
380.0,787.0
380.0,794.0
380.0,805.0
380.0,833.0
380.0,855.0
380.0,865.0
380.14285714285717,418.2857142857143
380.5,542.0833333333334
382.0,229.6
383.0,642.0
383.0,676.0
383.0,751.0
383.0,841.0
385.0,602.6666666666666
385.0,624.0
385.0,859.0
386.0,695.0
386.3333333333333,824.0
387.0,329.0
387.0,435.0
387.42857142857144,560.5238095238095
387.6666666666667,278.0
388.0,507.0
388.0,751.0
388.2352941176471,584.5294117647059
388.3333333333333,348.0
389.0,787.0
390.0,490.0
390.0,841.0
390.75,381.25
390.8,468.0
395.0,603.0
395.2,526.4
396.84615384615387,531.5384615384615
397.0,415.0
397.0,422.0
397.0,464.0
397.0,470.0
397.0,502.0
397.0,519.0
397.0,543.0
397.0,557.3333333333334
397.0,564.3333333333334
397.0,576.3333333333334
397.0,587.3333333333334
397.0,595.0
397.0,616.0
397.0,623.0
397.0,643.0
397.0,677.0
397.0,712.0
397.0,716.0
397.0,753.0
397.0,768.0
397.0,777.0
397.0,786.3333333333334
397.0,812.0
397.0,823.0
397.0,834.6666666666666
397.0,849.0
397.0,861.0
397.0,874.6666666666666
397.0,890.0
397.25,734.25
397.3333333333333,693.7222222222222
397.4,633.8
397.45454545454544,659.0909090909091
397.57142857142856,797.2857142857143
400.0,806.0
401.0,787.0
402.6666666666667,348.0
403.0,751.0
403.0,824.0
404.0,728.4285714285714
404.25,364.25
405.0,841.0
406.0,559.6666666666666
407.0,452.0
407.38461538461536,711.7692307692307
407.875,311.375
408.0,418.0
409.0,676.0
409.2307692307692,770.7692307692307
409.6,584.6
410.0,329.1666666666667
410.3333333333333,507.0
410.68,294.32
411.0,468.1666666666667
412.0,624.0
412.25,603.3333333333334
413.0,174.0
413.0,435.0
413.5,690.5
413.8333333333333,524.0
413.95,495.65
414.0,217.0
414.0,294.0
414.0,329.3333333333333
414.0,404.0
414.0,420.3333333333333
414.0,449.6666666666667
414.0,559.75
414.0,639.6666666666666
414.0,679.0
414.0,698.3333333333334
414.0,713.0
414.0,720.0
414.0,731.0
414.0,737.0
414.0,748.0
414.0,754.0
414.0,758.0
414.0,771.0
414.0,788.0
414.0,792.0
414.0,829.6666666666666
414.0,846.0
414.0,861.3333333333334
414.0,872.0
414.0,890.0
414.0740740740741,569.925925925926
414.14285714285717,542.1428571428571
414.14285714285717,620.0
414.1666666666667,364.5
414.4,396.2
414.5217391304348,595.2173913043479
414.75,652.0
414.75,820.5833333333334
415.0,824.0
415.875,489.375
416.6666666666667,400.0
418.0,676.0
418.5,695.0
419.0,751.0
419.14285714285717,770.1428571428571
420.0,859.0
420.2,348.1
421.0,711.0
423.0,729.1666666666666
423.0,841.0
423.6666666666667,806.0
425.0,824.0
425.6,623.3
426.0,295.0
426.75,328.75
427.0,859.0
430.5,426.1666666666667
430.57142857142856,490.0
430.6,507.2
430.6666666666667,346.3809523809524
430.75,215.25
430.85714285714283,637.0
431.0,256.3333333333333
431.0,313.0
431.0,364.3333333333333
431.0,384.6666666666667
431.0,408.0
431.0,586.0
